date,currency_code,name,local_price,dollar_ex,dollar_price
2007-06-01,SGD,Singapore,3.95,152.375,25.922.887.612.797.400
2007-06-01,SEK,Sweden,33.0,679.165,48.589.076.292.211.700
2007-06-01,THB,Thailand,62.0,34.455,17.994.485.560.876.400
2007-06-01,TRY,Turkey,4.75,1.2981,36.591.942.069.177.900
2007-06-01,TWD,Taiwan,75.0,327.705,22.886.437.497.139.200
2007-06-01,UAH,Ukraine,9.25,5.0275,18.398.806.563.898.600
2007-06-01,UYU,Uruguay,62.0,23.945,25.892.670.703.696
2007-06-01,USD,United States,3.41,1.0,3.41
2007-06-01,ZAR,South Africa,15.5,6.971,222.349.734.614.833
2008-06-01,AED,UAE,10.0,367.285,27.226.812.965.408.300
2008-06-01,ARS,Argentina,11.0,3.0195,364.298.724.954.463
2008-06-01,AUD,Australia,3.45,1.026,336.257.309.941.521
2008-06-01,BRL,Brazil,7.5,1.5846,473.305.566.073.457
2008-06-01,CAD,Canada,04.09,100.355,407.553.186.189.029
2008-06-01,CHF,Switzerland,6.5,102.215,635.914.493.958.812
2008-06-01,CLP,Chile,1550.0,494.65,313.352.875.770.747
2008-06-01,CNY,China,12.5,6.834,18.290.898.448.931.700
2008-06-01,COP,Colombia,7000.0,1798.65,389.180.774.469.741
2008-06-01,CRC,Costa Rica,1800.0,551.02,32.666.690.864.215.400
2008-06-01,CZK,Czech Republic,66.08,1.449.795,455.788.577.005.715
2008-06-01,DKK,Denmark,28.0,4.7044,5.951.874.840.574.780
2008-06-01,EGP,Egypt,13.0,5.3125,244.705.882.352.941
2008-06-01,EUR,Euro area,336.856,630.497.147,5.342.704.588.003.460
2008-06-01,GBP,Britain,2.29,5.010.396.570.000.000,45.704.965.026.351.200
2008-06-01,HKD,Hong Kong,13.3,7.7974,17.056.967.707.184.300
2008-06-01,HUF,Hungary,670.0,1.442.578,464.446.289.905.988
2008-06-01,IDR,Indonesia,18700.0,9152.0,204.326.923.076.923
2008-06-01,JPY,Japan,280.0,106.855,262.037.340.320.996
2008-06-01,KRW,South Korea,3200.0,1018.05,31.432.640.832.964.900
2008-06-01,LKR,Sri Lanka,210.0,107.55,19.525.801.952.580.200
2008-06-01,MXN,Mexico,32.0,10.1685,31.469.734.965.825.800
2008-06-01,MYR,Malaysia,5.5,3.238,16.985.793.699.814.700
2008-06-01,NOK,Norway,40.0,507.915,787.533.347.115.167
2008-06-01,NZD,New Zealand,4.9,1.3177,37.186.005.919.405
2008-06-01,PKR,Pakistan,140.0,70.9,197.461.212.976.023
2008-06-01,PEN,Peru,9.5,2.84,334.507.042.253.521
2008-06-01,PHP,Philippines,87.0,44.485,195.571.540.968.866
2008-06-01,PLN,Poland,7.0,203.145,344.581.456.595.043
2008-06-01,RUB,Russia,59.0,232.336,25.394.256.593.898.500
2008-06-01,SAR,Saudi Arabia,10.0,374.955,26.669.867.050.712.700
2008-06-01,SGD,Singapore,3.95,135.275,29.199.778.229.532.400
2008-06-01,SEK,Sweden,38.0,596.085,6.374.929.749.951.760
2008-06-01,THB,Thailand,62.0,33.36,18.585.131.894.484.400
2008-06-01,TRY,Turkey,5.15,119.275,431.775.309.159.505
2008-06-01,TWD,Taiwan,75.0,303.625,24.701.523.260.601.000
2008-06-01,UAH,Ukraine,11.0,4.6,239.130.434.782.609
2008-06-01,UYU,Uruguay,61.0,19.15,31.853.785.900.783.300
2008-06-01,USD,United States,3.57,1.0,3.57
2008-06-01,ZAR,South Africa,16.95,756.325,224.110.005.619.277
2009-07-01,AED,UAE,10.0,3.673,27.225.701.061.802.200
2009-07-01,ARS,Argentina,11.5,381.125,30.173.827.484.421.000
2009-07-01,AUD,Australia,4.34,1.2869,337.244.541.145.388
2009-07-01,BRL,Brazil,08.03,1.9971,40.208.302.037.955
2009-07-01,CAD,Canada,3.89,116.085,33.509.928.069.948.700
2009-07-01,CHF,Switzerland,6.5,108.605,598.499.148.289.674
2009-07-01,CLP,Chile,1750.0,548.55,31.902.287.849.785.700
2009-07-01,CNY,China,12.5,6.8327,182.943.785.033.735
2009-07-01,COP,Colombia,7000.0,2095.6,33.403.321.244.512.300
2009-07-01,CRC,Costa Rica,2000.0,582.57,343.306.383.782.206
2009-07-01,CZK,Czech Republic,67.92,1.866.155,363.956.906.044.782
2009-07-01,DKK,Denmark,29.5,5.3375,552.693.208.430.913
2009-07-01,EGP,Egypt,13.0,558.475,232.776.758.135.995
2009-07-01,EUR,Euro area,3.31,7.168.972.690.000.000,46.171.189.975.617
2009-07-01,GBP,Britain,2.29,620.886.626,36.882.740.006.063.500
2009-07-01,HKD,Hong Kong,13.3,7.7505,171.601.832.139.862
2009-07-01,HUF,Hungary,720.0,1.991.577,361.522.552.228.711
2009-07-01,IDR,Indonesia,20900.0,10200.0,20.490.196.078.431.300
2009-07-01,ILS,Israel,15.0,397.425,37.742.970.371.768.300
2009-07-01,JPY,Japan,320.0,92.565,345.703.019.499.811
2009-07-01,KRW,South Korea,3400.0,1314.5,258.653.480.410.803
2009-07-01,LKR,Sri Lanka,210.0,114.86,182.831.272.853.909
2009-07-01,MXN,Mexico,33.0,138.104,238.950.356.253.258
2009-07-01,MYR,Malaysia,6.77,3.602,18.795.113.825.652.300
2009-07-01,NOK,Norway,40.0,650.925,614.510.120.213.542
2009-07-01,NZD,New Zealand,4.9,159.235,30.772.129.242.942.700
2009-07-01,PKR,Pakistan,190.0,82.6,230.024.213.075.061
2009-07-01,PEN,Peru,8.056.000.000.000.000,3.0274,26.610.292.660.368.500
2009-07-01,PHP,Philippines,99.39,48.385,20.541.490.131.239
2009-07-01,PLN,Poland,7.6,315.525,24.086.839.394.659.700
2009-07-01,RUB,Russia,67.0,327.959,204.293.829.411.603
2009-07-01,SAR,Saudi Arabia,11.0,3.7504,29.330.204.778.157.000
2009-07-01,SGD,Singapore,4.22,1.4645,28.815.295.322.635.600
2009-07-01,SEK,Sweden,39.0,790.915,4.930.997.641.971.630
2009-07-01,THB,Thailand,64.49,34.165,188.760.427.337.919
2009-07-01,TRY,Turkey,5.65,155.005,364.504.370.826.748
2009-07-01,TWD,Taiwan,75.0,331.755,22.607.044.355.021
2009-07-01,UAH,Ukraine,14.0,7.66,182.767.624.020.888
2009-07-01,UYU,Uruguay,61.0,23.17,26.327.147.173.068.500
2009-07-01,USD,United States,3.57,1.0,3.57
2009-07-01,ZAR,South Africa,17.95,8.2805,216.774.349.375.038
2010-01-01,AED,UAE,11.0,3.673,29.948.271.167.982.500
2010-01-01,ARS,Argentina,7.0,3.7985,18.428.326.971.172.800
2010-01-01,AUD,Australia,4.35,109.355,397.787.023.912.944
2010-01-01,BRL,Brazil,8.2,1.7233,475.831.253.989.439
2010-01-01,CAD,Canada,4.12,1.0368,39.737.654.320.987.700
2010-01-01,CHF,Switzerland,6.5,103.115,630.364.156.524.269
2010-01-01,CLP,Chile,1600.0,503.1,318.028.225.004.969
2010-01-01,CNY,China,12.5,6.8272,183.091.164.752.754
2010-01-01,COP,Colombia,8200.0,2095.6,391.296.048.864.287
2010-01-01,CRC,Costa Rica,2050.0,582.57,35.188.904.337.676.200
2010-01-01,CZK,Czech Republic,67.64,1.821.005,37.144.324.150.675
2010-01-01,DKK,Denmark,30.94,516.195,599.385.890.990.808
2010-01-01,EGP,Egypt,13.0,5.465,237.877.401.646.844
2010-01-01,EUR,Euro area,3.36,693.649.638,484.394.399.698.368
2010-01-01,GBP,Britain,2.29,623.752.495,36.713.280.000.587.400
2010-01-01,HKD,Hong Kong,14.8,775.655,19.080.647.968.491.100
2010-01-01,HUF,Hungary,720.0,1.866.508,385.747.074.215.594
2010-01-01,IDR,Indonesia,20900.0,9320.0,22.424.892.703.862.600
2010-01-01,ILS,Israel,14.9,3.7325,39.919.624.916.276
2010-01-01,JPY,Japan,320.0,91.54,349.573.956.740.223
2010-01-01,KRW,South Korea,3400.0,1140.5,298.114.861.902.674
2010-01-01,LKR,Sri Lanka,210.0,114.86,182.831.272.853.909
2010-01-01,MXN,Mexico,32.0,1.281.375,249.731.733.489.416
2010-01-01,MYR,Malaysia,07.05,3.3875,208.118.081.180.812
2010-01-01,NOK,Norway,40.0,569.555,702.302.674.895.313
2010-01-01,NZD,New Zealand,4.9,135.685,36.113.055.975.236.800
2010-01-01,PKR,Pakistan,200.0,82.6,242.130.750.605.327
2010-01-01,PEN,Peru,8.056.000.000.000.000,2.8705,28.064.797.073.680.400
2010-01-01,PHP,Philippines,101.52,45.92,22.108.013.937.282.200
2010-01-01,PLN,Poland,8.1,283.565,285.648.793.045.686
2010-01-01,RUB,Russia,70.0,29.927,23.390.249.607.377.900
2010-01-01,SAR,Saudi Arabia,10.0,3.7502,266.652.445.202.923
2010-01-01,SGD,Singapore,4.45,139.555,31.887.069.614.130.500
2010-01-01,SEK,Sweden,39.0,7.0821,550.684.119.117.211
2010-01-01,THB,Thailand,70.0,33.135,2.112.569.790.252
2010-01-01,TRY,Turkey,5.65,147.455,38.316.774.609.202.700
2010-01-01,TWD,Taiwan,75.0,318.425,235.534.270.236.319
2010-01-01,UAH,Ukraine,14.0,7.66,182.767.624.020.888
2010-01-01,UYU,Uruguay,77.0,23.17,332.326.283.987.915
2010-01-01,USD,United States,3.58,1.0,3.58
2010-01-01,ZAR,South Africa,17.95,7.3045,245.738.928.058.046
2010-07-01,AED,UAE,11.0,367.285,299.494.942.619.492
2010-07-01,ARS,Argentina,14.0,393.375,355.894.502.700.985
2010-07-01,AUD,Australia,4.35,1.133.722.578,38.369.175.002.881.400
2010-07-01,BRL,Brazil,8.71,177.495,4.907.180.483.957.290
2010-07-01,CAD,Canada,4.17,104.235,4.000.575.622.391.700
2010-07-01,CHF,Switzerland,6.5,105.085,6.185.468.906.123.610
2010-07-01,CLP,Chile,1750.0,523.65,334.192.685.954.359
2010-07-01,CNY,China,13.2,6.7769,19.477.932.387.965
2010-07-01,COP,Colombia,8200.0,1868.45,4.388.664.400.974.060
2010-07-01,CRC,Costa Rica,2000.0,522.115,383.057.372.417.954
2010-07-01,CZK,Czech Republic,67.64,197.476,34.252.263.566.205.400
2010-07-01,DKK,Denmark,28.5,581.365,490.225.589.775.786
2010-07-01,EGP,Egypt,13.0,5.699,228.110.194.771.012
2010-07-01,EUR,Euro area,33.800.310.710.000.000,78.015.291,433.252.382.664.316
2010-07-01,GBP,Britain,2.29,657.375.756,348.354.799.990.525
2010-07-01,HKD,Hong Kong,14.8,7.7742,190.373.285.997.273
2010-07-01,HUF,Hungary,740.0,22.196.915,333.379.661.092.544
2010-07-01,IDR,Indonesia,22780.0,9063.0,25.135.164.956.416.200
2010-07-01,ILS,Israel,14.9,3.8619,385.820.451.073.306
2010-07-01,JPY,Japan,320.0,87.18,367.056.664.372.563
2010-07-01,KRW,South Korea,3400.0,1204.45,282.286.520.818.631
2010-07-01,LKR,Sri Lanka,210.0,112.775,186.211.483.041.454
2010-07-01,MXN,Mexico,32.0,12.782,250.352.057.580.973
2010-07-01,MYR,Malaysia,07.05,3.2135,219.386.961.257.196
2010-07-01,NOK,Norway,45.0,624.625,720.432.259.355.613
2010-07-01,NZD,New Zealand,5.0,139.275.766,35.900.000.004.307.900
2010-07-01,PKR,Pakistan,210.0,85.525,24.554.223.911.137.100
2010-07-01,PEN,Peru,10.0,2.8275,35.366.931.918.656.000
2010-07-01,PHP,Philippines,102.0,46.47,219.496.449.322.143
2010-07-01,PLN,Poland,8.3,3.1969,25.962.651.318.464.800
2010-07-01,RUB,Russia,71.0,3.044.325,23.322.082.891.938.300
2010-07-01,SAR,Saudi Arabia,10.0,375.045,266.634.670.506.206
2010-07-01,SGD,Singapore,4.23,1.3742,30.781.545.626.546.400
2010-07-01,SEK,Sweden,48.4,737.355,6.564.002.414.033.950
2010-07-01,THB,Thailand,70.0,32.305,216.684.723.726.977
2010-07-01,TRY,Turkey,5.95,1.5293,389.066.893.349.899
2010-07-01,TWD,Taiwan,75.0,321.055,2.336.048.340.627
2010-07-01,UAH,Ukraine,14.5,7.899,18.356.754.019.496.100
2010-07-01,UYU,Uruguay,79.0,21.1,374.407.582.938.389
2010-07-01,USD,United States,3.733.333.333,1.0,3.733.333.333
2010-07-01,ZAR,South Africa,18.45,7.5365,244.808.598.155.643
2011-07-01,AED,UAE,12.0,367.305,32.670.396.536.938
2011-07-01,ARS,Argentina,20.0,4.1325,483.968.542.044.767
2011-07-01,AUD,Australia,4.56,9.223.815.890.000.000,49.437.240.014.121.600
2011-07-01,BRL,Brazil,9.5,1.5416,61.624.286.455.630.400
2011-07-01,CAD,Canada,4.73,94.585,500.079.293.756.938
2011-07-01,CHF,Switzerland,6.5,80.615,806.301.556.782.237
2011-07-01,CLP,Chile,1850.0,462.75,399.783.900.594.273
2011-07-01,CNY,China,14.65,6.445,227.307.990.690.458
2011-07-01,COP,Colombia,8400.0,1770.5,474.442.247.952.556
2011-07-01,CRC,Costa Rica,2050.0,504.305,406.500.034.701.222
2011-07-01,CZK,Czech Republic,69.32,170.219,4.072.400.848.318.930
2011-07-01,DKK,Denmark,28.5,519.845,548.240.340.870.837
2011-07-01,EGP,Egypt,14.09,5.962.000.000.000.000,236.330.090.573.633
2011-07-01,EUR,Euro area,3.437.660.401,697.520.315,492.840.183.586.624
2011-07-01,GBP,Britain,2.39,614.137.444,38.916.369.997.462.700
2011-07-01,HKD,Hong Kong,15.1,7.7918,193.793.475.191.868
2011-07-01,HUF,Hungary,760.0,1.880.724,404.099.697.775.963
2011-07-01,IDR,Indonesia,22534.0,8523.0,264.390.472.838.203
2011-07-01,INR,India,84.0,44.4,18.918.918.918.918.800
2011-07-01,ILS,Israel,15.9,340.335,467.186.742.474.327
2011-07-01,JPY,Japan,320.0,78.365,408.345.562.432.208
2011-07-01,KRW,South Korea,3700.0,1056.2,350.312.440.825.601
2011-07-01,LKR,Sri Lanka,280.0,109.475,255.766.156.656.771
2011-07-01,MXN,Mexico,32.0,1.167.075,274.189.747.873.958
2011-07-01,MYR,Malaysia,7.2,29.730.000.000.000.000,24.217.961.654.894.100
2011-07-01,NOK,Norway,45.0,541.405,831.170.750.177.778
2011-07-01,NZD,New Zealand,5.1,11.560.693.640.000.000,441.150.000.061.761
2011-07-01,PKR,Pakistan,205.13,86.345,237.570.212.519.544
2011-07-01,PEN,Peru,10.0,2.7375,36.529.680.365.296.700
2011-07-01,PHP,Philippines,118.0,42.41,27.823.626.503.183.100
2011-07-01,PLN,Poland,8.63,2.7968,308.566.933.638.444
2011-07-01,RUB,Russia,75.0,277.525,270.245.923.790.649
2011-07-01,SAR,Saudi Arabia,10.0,3.7502,266.652.445.202.923
2011-07-01,SGD,Singapore,4.41,120.705,365.353.547.906.052
2011-07-01,SEK,Sweden,48.4,6.3352,76.398.535.168.581.900
2011-07-01,THB,Thailand,70.0,29.75,235.294.117.647.059
2011-07-01,TRY,Turkey,6.5,172.285,377.281.829.526.656
2011-07-01,TWD,Taiwan,75.0,28.834,260.109.592.841.784
2011-07-01,UAH,Ukraine,16.5,7.994,206.404.803.602.702
2011-07-01,UYU,Uruguay,90.0,18.45,487.804.878.048.781
2011-07-01,USD,United States,4.065,1.0,4.065
2011-07-01,ZAR,South Africa,19.45,676.885,287.345.708.650.657
2012-01-01,AED,UAE,12.0,3.673,326.708.412.741.628
2012-01-01,ARS,Argentina,20.0,4.3135,463.660.600.440.478
2012-01-01,AUD,Australia,4.8,972.337.012,49.365.600.000.424.500
2012-01-01,BRL,Brazil,10.25,1.805,56.786.703.601.108
2012-01-01,CAD,Canada,4.73,102.095,463.293.990.890.837
2012-01-01,CHF,Switzerland,6.5,9.551,6.805.570.097.372.000
2012-01-01,CLP,Chile,2050.0,506.05,40.509.831.044.363.200
2012-01-01,CNY,China,15.4,6.3155,243.844.509.540.021
2012-01-01,COP,Colombia,8400.0,1852.15,4.535.269.821.558.730
2012-01-01,CRC,Costa Rica,2050.0,509.54,402.323.664.481.689
2012-01-01,CZK,Czech Republic,70.22,2.036.535,344.801.341.494.254
2012-01-01,DKK,Denmark,31.5,586.135,5.374.188.540.182.710
2012-01-01,EGP,Egypt,15.5,6.037.000.000.000.000,256.750.041.411.297
2012-01-01,EUR,Euro area,349.245.637,788.239.467,443.070.477.464.433
2012-01-01,GBP,Britain,2.49,651.253.663,38.233.950.017.721.400
2012-01-01,HKD,Hong Kong,16.5,776.735,212.427.661.943.906
2012-01-01,HUF,Hungary,645.0,24.569.425,26.252.140.617.861.400
2012-01-01,IDR,Indonesia,22534.0,9160.0,246.004.366.812.227
2012-01-01,INR,India,84.0,51.905,161.834.120.026.972
2012-01-01,ILS,Israel,15.9,3.8485,413.147.979.732.363
2012-01-01,JPY,Japan,320.0,76.92,416.016.640.665.627
2012-01-01,KRW,South Korea,3700.0,1158.75,319.309.600.862.999
2012-01-01,LKR,Sri Lanka,290.0,113.93,25.454.226.279.294.300
2012-01-01,MXN,Mexico,37.0,136.844,27.038.087.164.946.900
2012-01-01,MYR,Malaysia,7.35,313.955,234.109.983.914.892
2012-01-01,NOK,Norway,41.0,6.0399,678.819.185.748.108
2012-01-01,NZD,New Zealand,5.1,126.000.126,404.761.500.000.405
2012-01-01,PKR,Pakistan,260.0,90.05,288.728.484.175.458
2012-01-01,PEN,Peru,10.0,2.6925,371.402.042.711.235
2012-01-01,PHP,Philippines,118.0,44.005,26.815.134.643.790.400
2012-01-01,PLN,Poland,9.1,352.045,258.489.681.716.826
2012-01-01,RUB,Russia,81.0,317.693,254.963.124.777.694
2012-01-01,SAR,Saudi Arabia,10.0,3.7502,266.652.445.202.923
2012-01-01,SGD,Singapore,4.85,1.2928,37.515.470.297.029.700
2012-01-01,SEK,Sweden,41.0,6.9338,591.306.354.379.994
2012-01-01,THB,Thailand,78.0,31.75,24.566.929.133.858.300
2012-01-01,TRY,Turkey,6.6,186.295,354.276.819.023.592
2012-01-01,TWD,Taiwan,75.0,299.795,250.170.950.149.269
2012-01-01,UAH,Ukraine,17.0,8.0405,211.429.637.460.357
2012-01-01,UYU,Uruguay,90.0,19.45,462.724.935.732.648
2012-01-01,USD,United States,419.722,1.0,419.722
2012-01-01,ZAR,South Africa,19.95,8.1304,245.375.381.285.054
2012-07-01,AED,UAE,12.0,367.295,326.712.860.234.961
2012-07-01,ARS,Argentina,19.0,456.625,416.096.359.156.857
2012-07-01,AUD,Australia,4.56,9.743.264.970.000.000,468.015.599.908.292
2012-07-01,BRL,Brazil,10.08,204.215,4.935.974.340.768.300
2012-07-01,CAD,Canada,5.12,101.945,502.231.595.468.145
2012-07-01,CHF,Switzerland,6.5,9.906,656.167.979.002.625
2012-07-01,CLP,Chile,2050.0,493.05,41.577.933.272.487.500
2012-07-01,CNY,China,15.65,6.3885,24.497.143.304.375.000
2012-07-01,COP,Colombia,8600.0,1.804.475,476.592.914.836.725
2012-07-01,CZK,Czech Republic,70.33,21.048.000.000.000.000,334.141.011.022.425
2012-07-01,DKK,Denmark,28.5,6.1356,46.450.224.916.878.400
2012-07-01,EGP,Egypt,16.0,6.0665,263.743.509.437.072
2012-07-01,EUR,Euro area,35.834.822.410.000.000,8.248.443.109.999.990,43.444.346.929.611.000
2012-07-01,GBP,Britain,2.69,646.266.197,41.623.715.002.999
2012-07-01,HKD,Hong Kong,16.5,775.815,2.126.795.692.272
2012-07-01,HUF,Hungary,830.0,2.382.151,348.424.596.089.836
2012-07-01,IDR,Indonesia,24200.0,9482.5,255.206.960.189.823
2012-07-01,INR,India,89.0,56.165,158.461.675.420.636
2012-07-01,ILS,Israel,11.9,407.625,291.934.989.267.096
2012-07-01,JPY,Japan,320.0,78.22,409.102.531.321.913
2012-07-01,KRW,South Korea,3700.0,1151.0,32.145.960.034.752.400
2012-07-01,LKR,Sri Lanka,290.0,131.0,22.137.404.580.152.600
2012-07-01,MXN,Mexico,37.0,13.687.000.000.000.000,270.329.509.753.781
2012-07-01,MYR,Malaysia,7.4,3.1735,233.181.030.408.067
2012-07-01,NOK,Norway,43.0,609.205,705.837.936.326.852
2012-07-01,NZD,New Zealand,5.1,1.273.560.876,4.004.520.000.659.950
2012-07-01,PKR,Pakistan,285.0,94.605,301.252.576.502.299
2012-07-01,PHP,Philippines,118.0,42.2,27.962.085.308.056.800
2012-07-01,PLN,Poland,9.1,346.035,26.297.917.840.680.800
2012-07-01,RUB,Russia,75.0,3.276.525,228.901.046.077.781
2012-07-01,SAR,Saudi Arabia,10.0,375.025,26.664.889.007.399.500
2012-07-01,SGD,Singapore,4.4,1.2585,349.622.566.547.477
2012-07-01,SEK,Sweden,3.997.301.987,6.9777,572.868.135.202.144
2012-07-01,THB,Thailand,82.0,31.7,258.675.078.864.353
2012-07-01,TRY,Turkey,8.25,1.8269,451.584.651.595.599
2012-07-01,TWD,Taiwan,75.0,301.955,24.838.138.133.165.400
2012-07-01,UAH,Ukraine,15.0,8.0855,18.551.728.402.696.200
2012-07-01,UYU,Uruguay,99.0,21.87,45.267.489.711.934.100
2012-07-01,USD,United States,4.3275,1.0,4.3275
2012-07-01,ZAR,South Africa,19.95,8.4683,235.584.473.861.342
2013-01-01,AED,UAE,12.0,367.305,32.670.396.536.938
2013-01-01,ARS,Argentina,19.0,4.9765,381.794.433.839.044
2013-01-01,AUD,Australia,4.7,959.094.615,490.045.499.838.408
2013-01-01,BRL,Brazil,11.25,199.335,56.437.655.203.551.700
2013-01-01,CAD,Canada,5.41,1.2029,5.394.356.366.537.040
2013-01-01,CHF,Switzerland,6.5,9.123,712.484.928.203.442
2013-01-01,CLP,Chile,2050.0,471.75,434.552.199.258.082
2013-01-01,CNY,China,16.0,6.2204,25.721.818.532.570.200
2013-01-01,COP,Colombia,8600.0,1.773.175,485.005.710.096.296
2013-01-01,CRC,Costa Rica,2200.0,500.83,439.270.810.454.645
2013-01-01,CZK,Czech Republic,70.33,1.889.495,372.215.856.617.774
2013-01-01,DKK,Denmark,28.5,549.795,518.375.030.693.258
2013-01-01,EGP,Egypt,16.0,668.575,23.931.496.092.435.400
2013-01-01,EUR,Euro area,35.948.495.719.999.900,7.369.468.290.000.000,4.878.031.128.620.260
2013-01-01,GBP,Britain,2.69,633.211.968,4.248.182.498.028.830
2013-01-01,HKD,Hong Kong,17.0,7.7591,219.097.575.749.765
2013-01-01,HUF,Hungary,830.0,21.746.935,381.662.979.173.847
2013-01-01,IDR,Indonesia,27939.0,9767.5,286.040.440.235.475
2013-01-01,INR,India,89.0,53.395,166.682.273.621.126
2013-01-01,ILS,Israel,14.9,372.455,400.048.327.985.931
2013-01-01,JPY,Japan,320.0,91.065,35.139.735.353.868.100
2013-01-01,KRW,South Korea,3700.0,1.085.475,340.864.598.447.684
2013-01-01,LKR,Sri Lanka,350.0,126.45,276.789.244.760.775
2013-01-01,MXN,Mexico,37.0,12.7384,29.046.034.038.811.800
2013-01-01,MYR,Malaysia,7.95,3.083,25.786.571.521.245.400
2013-01-01,NOK,Norway,43.0,5.4831,7.842.279.002.753.910
2013-01-01,NZD,New Zealand,5.2,1.202.428.906,432.458.000.140.592
2013-01-01,PKR,Pakistan,290.0,97.665,296.933.394.767.829
2013-01-01,PEN,Peru,10.0,2.5595,390.701.308.849.385
2013-01-01,PHP,Philippines,118.0,40.6,29.064.039.408.867
2013-01-01,PLN,Poland,9.1,3.092,294.307.891.332.471
2013-01-01,RUB,Russia,72.88,30.045,24.256.947.911.466.000
2013-01-01,SAR,Saudi Arabia,11.0,3.7502,293.317.689.723.215
2013-01-01,SGD,Singapore,4.5,123.485,364.416.730.777.017
